time_utc,global_in_plane_irradiance_w_m2
20200921:0430,0.0
20200921:0530,0.0
20200921:0630,0.0
20200921:0730,0.0
20200921:0830,0.0
20200921:0930,0.0
20200921:1030,0.0
20200921:1130,0.0
20200921:1230,0.0
20200921:1330,96.45
20200921:1430,297.6
20200921:1530,496.21
20200921:1630,658.31
20200921:1730,761.56
20200921:1830,752.16
20200921:1930,768.71
20200921:2030,670.56
20200921:2130,515.06
20200921:2230,371.6
20200921:2330,160.9
20200922:0030,34.45
20200922:0130,0.0
20200922:0230,0.0
20200922:0330,0.0
20200922:0430,0.0
20200922:0530,0.0
20200922:0630,0.0
20200922:0730,0.0
20200922:0830,0.0
20200922:0930,0.0
20200922:1030,0.0
20200922:1130,0.0
20200922:1230,0.0
20200922:1330,89.95
20200922:1430,281.7
20200922:1530,471.81
20200922:1630,642.36
20200922:1730,725.96
20200922:1830,759.51
20200922:1930,698.86
20200922:2030,579.31
20200922:2130,396.75
20200922:2230,270.55
20200922:2330,136.65
20200923:0030,40.95
20200923:0130,0.0
20200923:0230,0.0
20200923:0330,0.0
20200923:0430,0.0
20200923:0530,0.0
20200923:0630,0.0
20200923:0730,0.0
20200923:0830,0.0
20200923:0930,0.0
20200923:1030,0.0
20200923:1130,0.0
20200923:1230,0.0
20200923:1330,87.75
20200923:1430,283.7
20200923:1530,477.26
20200923:1630,645.41
20200923:1730,758.91
20200923:1830,778.11
20200923:1930,747.06
20200923:2030,660.71
20200923:2130,578.61
20200923:2230,416.31
20200923:2330,236.05
20200924:0030,42.15
20200924:0130,0.0
20200924:0230,0.0
20200924:0330,0.0
20200924:0430,0.0
20200924:0530,0.0
20200924:0630,0.0
20200924:0730,0.0
20200924:0830,0.0
20200924:0930,0.0
20200924:1030,0.0
20200924:1130,0.0
20200924:1230,0.0
20200924:1330,88.15
20200924:1430,286.6
20200924:1530,483.76
20200924:1630,648.01
20200924:1730,761.41
20200924:1830,789.41
20200924:1930,769.31
20200924:2030,695.71
20200924:2130,600.41
20200924:2230,415.31
20200924:2330,215.15
20200925:0030,37.5
20200925:0130,0.0
20200925:0230,0.0
20200925:0330,0.0
20200925:0430,0.0
20200925:0530,0.0
20200925:0630,0.0
20200925:0730,0.0
20200925:0830,0.0
20200925:0930,0.0
20200925:1030,0.0
20200925:1130,0.0
20200925:1230,0.0
20200925:1330,85.95
20200925:1430,274.3
20200925:1530,463.01
20200925:1630,617.76
20200925:1730,724.96
20200925:1830,768.91
20200925:1930,747.31
20200925:2030,691.91
20200925:2130,583.26
20200925:2230,419.51
20200925:2330,217.05
20200926:0030,36.18
20200926:0130,0.0
20200926:0230,0.0
20200926:0330,0.0
20200926:0430,0.0
20200926:0530,0.0
20200926:0630,0.0
20200926:0730,0.0
20200926:0830,0.0
20200926:0930,0.0
20200926:1030,0.0
20200926:1130,0.0
20200926:1230,0.0
20200926:1330,55.5
20200926:1430,195.8
20200926:1530,419.66
20200926:1630,511.66
20200926:1730,644.81
20200926:1830,715.36
20200926:1930,540.41
20200926:2030,536.76
20200926:2130,506.51
20200926:2230,347.7
20200926:2330,199.2
20200927:0030,14.7
20200927:0130,0.0
20200927:0230,0.0
20200927:0330,0.0
20200927:0430,0.0
20200927:0530,0.0
20200927:0630,0.0
20200927:0730,0.0
20200927:0830,0.0
20200927:0930,0.0
20200927:1030,0.0
20200927:1130,0.0
20200927:1230,0.0
20200927:1330,78.5
20200927:1430,233.2
20200927:1530,307.0
20200927:1630,274.1
20200927:1730,226.65
20200927:1830,399.9
20200927:1930,559.36
20200927:2030,491.31
20200927:2130,482.66
20200927:2230,201.75
20200927:2330,105.85
20200928:0030,9.5
20200928:0130,0.0
20200928:0230,0.0
20200928:0330,0.0
20200928:0430,0.0
20200928:0530,0.0
20200928:0630,0.0
20200928:0730,0.0
20200928:0830,0.0
20200928:0930,0.0
20200928:1030,0.0
20200928:1130,0.0
20200928:1230,0.0
20200928:1330,72.25
20200928:1430,259.1
20200928:1530,473.96
20200928:1630,621.91
20200928:1730,744.16
20200928:1830,731.51
20200928:1930,810.01
20200928:2030,737.31
20200928:2130,599.26
20200928:2230,418.71
20200928:2330,212.05
20200929:0030,12.8
20200929:0130,0.0
20200929:0230,0.0
20200929:0330,0.0
20200929:0430,0.0
20200929:0530,0.0
20200929:0630,0.0
20200929:0730,0.0
20200929:0830,0.0
20200929:0930,0.0
20200929:1030,0.0
20200929:1130,0.0
20200929:1230,0.0
20200929:1330,75.2
20200929:1430,270.5
20200929:1530,467.41
20200929:1630,631.26
20200929:1730,745.26
20200929:1830,795.46
20200929:1930,785.41
20200929:2030,711.71
20200929:2130,579.86
20200929:2230,402.81
20200929:2330,201.05
20200930:0030,11.9
20200930:0130,0.0
20200930:0230,0.0
20200930:0330,0.0
20200930:0430,0.0
20200930:0530,0.0
20200930:0630,0.0
20200930:0730,0.0
20200930:0830,0.0
20200930:0930,0.0
20200930:1030,0.0
20200930:1130,0.0
20200930:1230,0.0
20200930:1330,73.95
20200930:1430,270.55
20200930:1530,467.86
20200930:1630,630.61
20200930:1730,743.51
20200930:1830,799.66
20200930:1930,787.16
20200930:2030,709.81
20200930:2130,560.51
20200930:2230,387.56
20200930:2330,195.65
20201001:0030,11.15
20201001:0130,0.0
20201001:0230,0.0
20201001:0330,0.0
20201001:0430,0.0
20201001:0530,0.0
20201001:0630,0.0
20201001:0730,0.0
20201001:0830,0.0
20201001:0930,0.0
20201001:1030,0.0
20201001:1130,0.0
20201001:1230,0.0
20201001:1330,61.62
20201001:1430,262.1
20201001:1530,458.16
20201001:1630,621.61
20201001:1730,735.21
20201001:1830,789.41
20201001:1930,778.36
20201001:2030,701.11
20201001:2130,567.76
20201001:2230,390.06
20201001:2330,186.05
20201002:0030,11.5
20201002:0130,0.0
20201002:0230,0.0
20201002:0330,0.0
20201002:0430,0.0
20201002:0530,0.0
20201002:0630,0.0
20201002:0730,0.0
20201002:0830,0.0
20201002:0930,0.0
20201002:1030,0.0
20201002:1130,0.0
20201002:1230,0.0
20201002:1330,59.05
20201002:1430,262.25
20201002:1530,461.66
20201002:1630,624.81
20201002:1730,734.71
20201002:1830,787.71
20201002:1930,761.96
20201002:2030,661.66
20201002:2130,441.76
20201002:2230,268.4
20201002:2330,135.4
20201003:0030,11.05
20201003:0130,0.0
20201003:0230,0.0
20201003:0330,0.0
20201003:0430,0.0
20201003:0530,0.0
20201003:0630,0.0
20201003:0730,0.0
20201003:0830,0.0
20201003:0930,0.0
20201003:1030,0.0
20201003:1130,0.0
20201003:1230,0.0
20201003:1330,56.39
20201003:1430,252.25
20201003:1530,446.06
20201003:1630,605.26
20201003:1730,718.46
20201003:1830,772.76
20201003:1930,755.16
20201003:2030,659.41
20201003:2130,530.11
20201003:2230,374.46
20201003:2330,174.3
20201004:0030,9.45
20201004:0130,0.0
20201004:0230,0.0
20201004:0330,0.0
20201004:0430,0.0
20201004:0530,0.0
20201004:0630,0.0
20201004:0730,0.0
20201004:0830,0.0
20201004:0930,0.0
20201004:1030,0.0
20201004:1130,0.0
20201004:1230,0.0
20201004:1330,55.48
20201004:1430,254.45
20201004:1530,451.56
20201004:1630,615.01
20201004:1730,727.56
20201004:1830,779.71
20201004:1930,766.16
20201004:2030,688.66
20201004:2130,554.71
20201004:2230,375.91
20201004:2330,174.0
20201005:0030,8.2
20201005:0130,0.0
20201005:0230,0.0
20201005:0330,0.0
20201005:0430,0.0
20201005:0530,0.0
20201005:0630,0.0
20201005:0730,0.0
20201005:0830,0.0
20201005:0930,0.0
20201005:1030,0.0
20201005:1130,0.0
20201005:1230,0.0
20201005:1330,54.35
20201005:1430,255.15
20201005:1530,454.01
20201005:1630,618.51
20201005:1730,731.01
20201005:1830,780.11
20201005:1930,765.36
20201005:2030,686.56
20201005:2130,549.61
20201005:2230,369.31
20201005:2330,168.4
20201006:0030,7.55
20201006:0130,0.0
20201006:0230,0.0
20201006:0330,0.0
20201006:0430,0.0
20201006:0530,0.0
20201006:0630,0.0
20201006:0730,0.0
20201006:0830,0.0
20201006:0930,0.0
20201006:1030,0.0
20201006:1130,0.0
20201006:1230,0.0
20201006:1330,51.96
20201006:1430,250.7
20201006:1530,448.81
20201006:1630,612.76
20201006:1730,725.21
20201006:1830,777.41
20201006:1930,763.66
20201006:2030,685.36
20201006:2130,549.21
20201006:2230,368.51
20201006:2330,165.5
20201007:0030,0.0
20201007:0130,0.0
20201007:0230,0.0
20201007:0330,0.0
20201007:0430,0.0
20201007:0530,0.0
20201007:0630,0.0
20201007:0730,0.0
20201007:0830,0.0
20201007:0930,0.0
20201007:1030,0.0
20201007:1130,0.0
20201007:1230,0.0
20201007:1330,49.84
20201007:1430,246.8
20201007:1530,444.11
20201007:1630,607.36
20201007:1730,719.51
20201007:1830,768.36
20201007:1930,753.86
20201007:2030,675.41
20201007:2130,539.36
20201007:2230,359.36
20201007:2330,158.35
20201008:0030,0.0
20201008:0130,0.0
20201008:0230,0.0
20201008:0330,0.0
20201008:0430,0.0
20201008:0530,0.0
20201008:0630,0.0
20201008:0730,0.0
20201008:0830,0.0
20201008:0930,0.0
20201008:1030,0.0
20201008:1130,0.0
20201008:1230,0.0
20201008:1330,46.11
20201008:1430,237.75
20201008:1530,433.01
20201008:1630,595.16
20201008:1730,706.96
20201008:1830,759.31
20201008:1930,746.56
20201008:2030,608.26
20201008:2130,524.06
20201008:2230,352.81
20201008:2330,152.7
20201009:0030,0.0
20201009:0130,0.0
20201009:0230,0.0
20201009:0330,0.0
20201009:0430,0.0
20201009:0530,0.0
20201009:0630,0.0
20201009:0730,0.0
20201009:0830,0.0
20201009:0930,0.0
20201009:1030,0.0
20201009:1130,0.0
20201009:1230,0.0
20201009:1330,43.13
20201009:1430,230.2
20201009:1530,412.61
20201009:1630,582.61
20201009:1730,686.51
20201009:1830,727.41
20201009:1930,699.81
20201009:2030,593.56
20201009:2130,396.11
20201009:2230,261.95
20201009:2330,114.85
20201010:0030,0.0
20201010:0130,0.0
20201010:0230,0.0
20201010:0330,0.0
20201010:0430,0.0
20201010:0530,0.0
20201010:0630,0.0
20201010:0730,0.0
20201010:0830,0.0
20201010:0930,0.0
20201010:1030,0.0
20201010:1130,0.0
20201010:1230,0.0
20201010:1330,39.4
20201010:1430,218.35
20201010:1530,396.01
20201010:1630,569.06
20201010:1730,686.56
20201010:1830,727.51
20201010:1930,639.31
20201010:2030,623.16
20201010:2130,461.41
20201010:2230,295.86
20201010:2330,119.55
20201011:0030,0.0
20201011:0130,0.0
20201011:0230,0.0
20201011:0330,0.0
20201011:0430,0.0
20201011:0530,0.0
20201011:0630,0.0
20201011:0730,0.0
20201011:0830,0.0
20201011:0930,0.0
20201011:1030,0.0
20201011:1130,0.0
20201011:1230,0.0
20201011:1330,39.89
20201011:1430,225.46
20201011:1530,417.41
20201011:1630,582.41
20201011:1730,676.41
20201011:1830,699.36
20201011:1930,497.91
20201011:2030,421.21
20201011:2130,376.46
20201011:2230,310.36
20201011:2330,132.9
20201012:0030,0.0
20201012:0130,0.0
20201012:0230,0.0
20201012:0330,0.0
20201012:0430,0.0
20201012:0530,0.0
20201012:0630,0.0
20201012:0730,0.0
20201012:0830,0.0
20201012:0930,0.0
20201012:1030,0.0
20201012:1130,0.0
20201012:1230,0.0
20201012:1330,38.97
20201012:1430,226.36
20201012:1530,421.86
20201012:1630,583.81
20201012:1730,693.61
20201012:1830,741.86
20201012:1930,726.06
20201012:2030,646.81
20201012:2130,510.66
20201012:2230,332.46
20201012:2330,134.0
20201013:0030,0.0
20201013:0130,0.0
20201013:0230,0.0
20201013:0330,0.0
20201013:0430,0.0
20201013:0530,0.0
20201013:0630,0.0
20201013:0730,0.0
20201013:0830,0.0
20201013:0930,0.0
20201013:1030,0.0
20201013:1130,0.0
20201013:1230,0.0
20201013:1330,36.19
20201013:1430,215.25
20201013:1530,402.66
20201013:1630,564.91
20201013:1730,662.96
20201013:1830,725.86
20201013:1930,710.36
20201013:2030,631.56
20201013:2130,496.61
20201013:2230,319.41
20201013:2330,125.05
20201014:0030,0.0
20201014:0130,0.0
20201014:0230,0.0
20201014:0330,0.0
20201014:0430,0.0
20201014:0530,0.0
20201014:0630,0.0
20201014:0730,0.0
20201014:0830,0.0
20201014:0930,0.0
20201014:1030,0.0
20201014:1130,0.0
20201014:1230,0.0
20201014:1330,31.91
20201014:1430,199.25
20201014:1530,397.96
20201014:1630,558.76
20201014:1730,669.96
20201014:1830,721.41
20201014:1930,703.81
20201014:2030,544.41
20201014:2130,462.71
20201014:2230,284.41
20201014:2330,94.5
20201015:0030,0.0
20201015:0130,0.0
20201015:0230,0.0
20201015:0330,0.0
20201015:0430,0.0
20201015:0530,0.0
20201015:0630,0.0
20201015:0730,0.0
20201015:0830,0.0
20201015:0930,0.0
20201015:1030,0.0
20201015:1130,0.0
20201015:1230,0.0
20201015:1330,24.87
20201015:1430,174.2
20201015:1530,306.21
20201015:1630,499.41
20201015:1730,549.71
20201015:1830,378.05
20201015:1930,558.86
20201015:2030,517.81
20201015:2130,339.05
20201015:2230,261.66
20201015:2330,106.95
20201016:0030,0.0
20201016:0130,0.0
20201016:0230,0.0
20201016:0330,0.0
20201016:0430,0.0
20201016:0530,0.0
20201016:0630,0.0
20201016:0730,0.0
20201016:0830,0.0
20201016:0930,0.0
20201016:1030,0.0
20201016:1130,0.0
20201016:1230,0.0
20201016:1330,29.8
20201016:1430,188.35
20201016:1530,378.81
20201016:1630,537.81
20201016:1730,634.81
20201016:1830,646.51
20201016:1930,657.61
20201016:2030,584.41
20201016:2130,425.56
20201016:2230,295.21
20201016:2330,110.0
20201017:0030,0.0
20201017:0130,0.0
20201017:0230,0.0
20201017:0330,0.0
20201017:0430,0.0
20201017:0530,0.0
20201017:0630,0.0
20201017:0730,0.0
20201017:0830,0.0
20201017:0930,0.0
20201017:1030,0.0
20201017:1130,0.0
20201017:1230,0.0
20201017:1330,28.27
20201017:1430,198.81
20201017:1530,382.46
20201017:1630,522.21
20201017:1730,609.41
20201017:1830,693.01
20201017:1930,644.31
20201017:2030,546.01
20201017:2130,420.56
20201017:2230,250.05
20201017:2330,98.35
20201018:0030,0.0
20201018:0130,0.0
20201018:0230,0.0
20201018:0330,0.0
20201018:0430,0.0
20201018:0530,0.0
20201018:0630,0.0
20201018:0730,0.0
20201018:0830,0.0
20201018:0930,0.0
20201018:1030,0.0
20201018:1130,0.0
20201018:1230,0.0
20201018:1330,21.04
20201018:1430,113.9
20201018:1530,251.0
20201018:1630,330.51
20201018:1730,506.21
20201018:1830,675.81
20201018:1930,672.61
20201018:2030,571.76
20201018:2130,377.71
20201018:2230,230.8
20201018:2330,73.85
20201019:0030,0.0
20201019:0130,0.0
20201019:0230,0.0
20201019:0330,0.0
20201019:0430,0.0
20201019:0530,0.0
20201019:0630,0.0
20201019:0730,0.0
20201019:0830,0.0
20201019:0930,0.0
20201019:1030,0.0
20201019:1130,0.0
20201019:1230,0.0
20201019:1330,12.05
20201019:1430,177.15
20201019:1530,360.36
20201019:1630,526.96
20201019:1730,641.81
20201019:1830,670.51
20201019:1930,630.36
20201019:2030,551.26
20201019:2130,406.41
20201019:2230,223.7
20201019:2330,83.7
20201020:0030,0.0
20201020:0130,0.0
20201020:0230,0.0
20201020:0330,0.0
20201020:0430,0.0
20201020:0530,0.0
20201020:0630,0.0
20201020:0730,0.0
20201020:0830,0.0
20201020:0930,0.0
20201020:1030,0.0
20201020:1130,0.0
20201020:1230,0.0
20201020:1330,12.7
20201020:1430,186.21
20201020:1530,292.66
20201020:1630,501.26
20201020:1730,611.36
20201020:1830,656.41
20201020:1930,619.26
20201020:2030,520.91
20201020:2130,400.31
20201020:2230,253.31
20201020:2330,90.8
20201021:0030,0.0
20201021:0130,0.0
20201021:0230,0.0
20201021:0330,0.0
20201021:0430,0.0
20201021:0530,0.0
20201021:0630,0.0
20201021:0730,0.0
20201021:0830,0.0
20201021:0930,0.0
20201021:1030,0.0
20201021:1130,0.0
20201021:1230,0.0
20201021:1330,14.3
20201021:1430,171.55
20201021:1530,345.86
20201021:1630,397.21
20201021:1730,600.41
20201021:1830,630.76
20201021:1930,611.61
20201021:2030,549.21
20201021:2130,414.96
20201021:2230,266.66
20201021:2330,84.15
20201022:0030,0.0
20201022:0130,0.0
20201022:0230,0.0
20201022:0330,0.0
20201022:0430,0.0
20201022:0530,0.0
20201022:0630,0.0
20201022:0730,0.0
20201022:0830,0.0
20201022:0930,0.0
20201022:1030,0.0
20201022:1130,0.0
20201022:1230,0.0
20201022:1330,13.5
20201022:1430,131.05
20201022:1530,234.1
20201022:1630,351.31
20201022:1730,445.11
20201022:1830,524.66
20201022:1930,435.96
20201022:2030,473.91
20201022:2130,377.46
20201022:2230,210.25
20201022:2330,66.9
20201023:0030,0.0
20201023:0130,0.0
20201023:0230,0.0
20201023:0330,0.0
20201023:0430,0.0
20201023:0530,0.0
20201023:0630,0.0
20201023:0730,0.0
20201023:0830,0.0
20201023:0930,0.0
20201023:1030,0.0
20201023:1130,0.0
20201023:1230,0.0
20201023:1330,10.5
20201023:1430,126.15
20201023:1530,236.6
20201023:1630,413.11
20201023:1730,544.16
20201023:1830,662.41
20201023:1930,610.61
20201023:2030,539.61
20201023:2130,409.36
20201023:2230,245.81
20201023:2330,76.25
20201024:0030,0.0
20201024:0130,0.0
20201024:0230,0.0
20201024:0330,0.0
20201024:0430,0.0
20201024:0530,0.0
20201024:0630,0.0
20201024:0730,0.0
20201024:0830,0.0
20201024:0930,0.0
20201024:1030,0.0
20201024:1130,0.0
20201024:1230,0.0
20201024:1330,11.0
20201024:1430,155.0
20201024:1530,350.16
20201024:1630,502.11
20201024:1730,621.76
20201024:1830,665.86
20201024:1930,648.71
20201024:2030,567.41
20201024:2130,432.31
20201024:2230,260.86
20201024:2330,75.8
20201025:0030,0.0
20201025:0130,0.0
20201025:0230,0.0
20201025:0330,0.0
20201025:0430,0.0
20201025:0530,0.0
20201025:0630,0.0
20201025:0730,0.0
20201025:0830,0.0
20201025:0930,0.0
20201025:1030,0.0
20201025:1130,0.0
20201025:1230,0.0
20201025:1330,6.8
20201025:1430,60.55
20201025:1530,161.2
20201025:1630,195.85
20201025:1730,270.35
20201025:1830,394.45
20201025:1930,290.35
20201025:2030,195.55
20201025:2130,168.7
20201025:2230,85.05
20201025:2330,29.75
20201026:0030,0.0
20201026:0130,0.0
20201026:0230,0.0
20201026:0330,0.0
20201026:0430,0.0
20201026:0530,0.0
20201026:0630,0.0
20201026:0730,0.0
20201026:0830,0.0
20201026:0930,0.0
20201026:1030,0.0
20201026:1130,0.0
20201026:1230,0.0
20201026:1330,9.35
20201026:1430,97.1
20201026:1530,205.15
20201026:1630,321.8
20201026:1730,435.05
20201026:1830,535.25
20201026:1930,583.21
20201026:2030,540.46
20201026:2130,362.56
20201026:2230,247.01
20201026:2330,72.9
20201027:0030,0.0
20201027:0130,0.0
20201027:0230,0.0
20201027:0330,0.0
20201027:0430,0.0
20201027:0530,0.0
20201027:0630,0.0
20201027:0730,0.0
20201027:0830,0.0
20201027:0930,0.0
20201027:1030,0.0
20201027:1130,0.0
20201027:1230,0.0
20201027:1330,8.65
20201027:1430,178.66
20201027:1530,377.21
20201027:1630,544.71
20201027:1730,659.01
20201027:1830,709.22
20201027:1930,689.37
20201027:2030,603.36
20201027:2130,457.96
20201027:2230,269.31
20201027:2330,64.72
20201028:0030,0.0
20201028:0130,0.0
20201028:0230,0.0
20201028:0330,0.0
20201028:0430,0.0
20201028:0530,0.0
20201028:0630,0.0
20201028:0730,0.0
20201028:0830,0.0
20201028:0930,0.0
20201028:1030,0.0
20201028:1130,0.0
20201028:1230,0.0
20201028:1330,7.55
20201028:1430,158.46
20201028:1530,345.61
20201028:1630,505.31
20201028:1730,612.16
20201028:1830,654.16
20201028:1930,630.41
20201028:2030,546.36
20201028:2130,411.01
20201028:2230,239.36
20201028:2330,55.4
20201029:0030,0.0
20201029:0130,0.0
20201029:0230,0.0
20201029:0330,0.0
20201029:0430,0.0
20201029:0530,0.0
20201029:0630,0.0
20201029:0730,0.0
20201029:0830,0.0
20201029:0930,0.0
20201029:1030,0.0
20201029:1130,0.0
20201029:1230,0.0
20201029:1330,7.05
20201029:1430,153.91
20201029:1530,339.11
20201029:1630,496.06
20201029:1730,604.06
20201029:1830,650.01
20201029:1930,632.56
20201029:2030,550.81
20201029:2130,413.86
20201029:2230,238.01
20201029:2330,53.71
20201030:0030,0.0
20201030:0130,0.0
20201030:0230,0.0
20201030:0330,0.0
20201030:0430,0.0
20201030:0530,0.0
20201030:0630,0.0
20201030:0730,0.0
20201030:0830,0.0
20201030:0930,0.0
20201030:1030,0.0
20201030:1130,0.0
20201030:1230,0.0
20201030:1330,0.0
20201030:1430,151.46
20201030:1530,335.11
20201030:1630,491.06
20201030:1730,597.91
20201030:1830,645.56
20201030:1930,628.26
20201030:2030,547.71
20201030:2130,411.31
20201030:2230,235.41
20201030:2330,51.64
20201031:0030,0.0
20201031:0130,0.0
20201031:0230,0.0
20201031:0330,0.0
20201031:0430,0.0
20201031:0530,0.0
20201031:0630,0.0
20201031:0730,0.0
20201031:0830,0.0
20201031:0930,0.0
20201031:1030,0.0
20201031:1130,0.0
20201031:1230,0.0
20201031:1330,0.0
20201031:1430,149.31
20201031:1530,332.96
20201031:1630,487.76
20201031:1730,594.71
20201031:1830,640.66
20201031:1930,618.96
20201031:2030,536.11
20201031:2130,399.71
20201031:2230,227.36
20201031:2330,48.27
20201101:0030,0.0
20201101:0130,0.0
20201101:0230,0.0
20201101:0330,0.0
20201101:0430,0.0
20201101:0530,0.0
20201101:0630,0.0
20201101:0730,0.0
20201101:0830,0.0
20201101:0930,0.0
20201101:1030,0.0
20201101:1130,0.0
20201101:1230,0.0
20201101:1330,0.0
20201101:1430,145.41
20201101:1530,331.71
20201101:1630,487.66
20201101:1730,593.96
20201101:1830,637.96
20201101:1930,618.36
20201101:2030,536.21
20201101:2130,399.91
20201101:2230,225.41
20201101:2330,46.35
20201102:0030,0.0
20201102:0130,0.0
20201102:0230,0.0
20201102:0330,0.0
20201102:0430,0.0
20201102:0530,0.0
20201102:0630,0.0
20201102:0730,0.0
20201102:0830,0.0
20201102:0930,0.0
20201102:1030,0.0
20201102:1130,0.0
20201102:1230,0.0
20201102:1330,0.0
20201102:1430,142.41
20201102:1530,325.76
20201102:1630,481.21
20201102:1730,587.21
20201102:1830,629.56
20201102:1930,612.01
20201102:2030,531.81
20201102:2130,396.81
20201102:2230,222.56
20201102:2330,44.3
20201103:0030,0.0
20201103:0130,0.0
20201103:0230,0.0
20201103:0330,0.0
20201103:0430,0.0
20201103:0530,0.0
20201103:0630,0.0
20201103:0730,0.0
20201103:0830,0.0
20201103:0930,0.0
20201103:1030,0.0
20201103:1130,0.0
20201103:1230,0.0
20201103:1330,0.0
20201103:1430,134.41
20201103:1530,313.96
20201103:1630,462.31
20201103:1730,560.61
20201103:1830,578.96
20201103:1930,568.01
20201103:2030,486.26
20201103:2130,360.31
20201103:2230,201.21
20201103:2330,20.5
20201104:0030,0.0
20201104:0130,0.0
20201104:0230,0.0
20201104:0330,0.0
20201104:0430,0.0
20201104:0530,0.0
20201104:0630,0.0
20201104:0730,0.0
20201104:0830,0.0
20201104:0930,0.0
20201104:1030,0.0
20201104:1130,0.0
20201104:1230,0.0
20201104:1330,0.0
20201104:1430,128.31
20201104:1530,302.11
20201104:1630,451.81
20201104:1730,557.26
20201104:1830,585.01
20201104:1930,563.36
20201104:2030,480.86
20201104:2130,373.61
20201104:2230,186.11
20201104:2330,16.35
20201105:0030,0.0
20201105:0130,0.0
20201105:0230,0.0
20201105:0330,0.0
20201105:0430,0.0
20201105:0530,0.0
20201105:0630,0.0
20201105:0730,0.0
20201105:0830,0.0
20201105:0930,0.0
20201105:1030,0.0
20201105:1130,0.0
20201105:1230,0.0
20201105:1330,0.0
20201105:1430,128.21
20201105:1530,306.71
20201105:1630,459.81
20201105:1730,564.91
20201105:1830,609.41
20201105:1930,592.31
20201105:2030,513.61
20201105:2130,380.66
20201105:2230,209.21
20201105:2330,16.1
20201106:0030,0.0
20201106:0130,0.0
20201106:0230,0.0
20201106:0330,0.0
20201106:0430,0.0
20201106:0530,0.0
20201106:0630,0.0
20201106:0730,0.0
20201106:0830,0.0
20201106:0930,0.0
20201106:1030,0.0
20201106:1130,0.0
20201106:1230,0.0
20201106:1330,0.0
20201106:1430,125.46
20201106:1530,296.01
20201106:1630,444.41
20201106:1730,519.91
20201106:1830,567.96
20201106:1930,522.71
20201106:2030,427.76
20201106:2130,304.56
20201106:2230,156.95
20201106:2330,24.2
20201107:0030,0.0
20201107:0130,0.0
20201107:0230,0.0
20201107:0330,0.0
20201107:0430,0.0
20201107:0530,0.0
20201107:0630,0.0
20201107:0730,0.0
20201107:0830,0.0
20201107:0930,0.0
20201107:1030,0.0
20201107:1130,0.0
20201107:1230,0.0
20201107:1330,0.0
20201107:1430,110.6
20201107:1530,242.56
20201107:1630,335.51
20201107:1730,365.36
20201107:1830,475.96
20201107:1930,406.71
20201107:2030,303.01
20201107:2130,188.35
20201107:2230,117.8
20201107:2330,11.4
20201108:0030,0.0
20201108:0130,0.0
20201108:0230,0.0
20201108:0330,0.0
20201108:0430,0.0
20201108:0530,0.0
20201108:0630,0.0
20201108:0730,0.0
20201108:0830,0.0
20201108:0930,0.0
20201108:1030,0.0
20201108:1130,0.0
20201108:1230,0.0
20201108:1330,0.0
20201108:1430,120.26
20201108:1530,302.41
20201108:1630,459.01
20201108:1730,564.56
20201108:1830,607.32
20201108:1930,586.66
20201108:2030,506.31
20201108:2130,373.26
20201108:2230,197.31
20201108:2330,15.3
20201109:0030,0.0
20201109:0130,0.0
20201109:0230,0.0
20201109:0330,0.0
20201109:0430,0.0
20201109:0530,0.0
20201109:0630,0.0
20201109:0730,0.0
20201109:0830,0.0
20201109:0930,0.0
20201109:1030,0.0
20201109:1130,0.0
20201109:1230,0.0
20201109:1330,0.0
20201109:1430,98.35
20201109:1530,243.71
20201109:1630,364.01
20201109:1730,341.41
20201109:1830,214.7
20201109:1930,206.55
20201109:2030,265.41
20201109:2130,181.3
20201109:2230,116.3
20201109:2330,11.35
20201110:0030,0.0
20201110:0130,0.0
20201110:0230,0.0
20201110:0330,0.0
20201110:0430,0.0
20201110:0530,0.0
20201110:0630,0.0
20201110:0730,0.0
20201110:0830,0.0
20201110:0930,0.0
20201110:1030,0.0
20201110:1130,0.0
20201110:1230,0.0
20201110:1330,0.0
20201110:1430,116.31
20201110:1530,298.36
20201110:1630,457.71
20201110:1730,562.36
20201110:1830,610.17
20201110:1930,593.07
20201110:2030,499.91
20201110:2130,371.66
20201110:2230,196.16
20201110:2330,15.9
20201111:0030,0.0
20201111:0130,0.0
20201111:0230,0.0
20201111:0330,0.0
20201111:0430,0.0
20201111:0530,0.0
20201111:0630,0.0
20201111:0730,0.0
20201111:0830,0.0
20201111:0930,0.0
20201111:1030,0.0
20201111:1130,0.0
20201111:1230,0.0
20201111:1330,0.0
20201111:1430,112.16
20201111:1530,293.86
20201111:1630,451.41
20201111:1730,559.66
20201111:1830,603.87
20201111:1930,585.57
20201111:2030,504.36
20201111:2130,364.01
20201111:2230,193.86
20201111:2330,13.1
20201112:0030,0.0
20201112:0130,0.0
20201112:0230,0.0
20201112:0330,0.0
20201112:0430,0.0
20201112:0530,0.0
20201112:0630,0.0
20201112:0730,0.0
20201112:0830,0.0
20201112:0930,0.0
20201112:1030,0.0
20201112:1130,0.0
20201112:1230,0.0
20201112:1330,0.0
20201112:1430,94.45
20201112:1530,266.16
20201112:1630,412.71
20201112:1730,541.56
20201112:1830,589.72
20201112:1930,569.61
20201112:2030,498.46
20201112:2130,362.11
20201112:2230,190.01
20201112:2330,12.5
20201113:0030,0.0
20201113:0130,0.0
